starttime	seconds	ctime	dtime	ttime	wait
Fri Mar 27 20:33:31 2026	1774640011	182	2943	3126	1259
Fri Mar 27 20:33:31 2026	1774640011	182	2943	3126	1259
Fri Mar 27 20:35:02 2026	1774640102	1168	1958	3126	1195
Fri Mar 27 20:35:09 2026	1774640109	1163	1963	3126	1216
Fri Mar 27 20:33:23 2026	1774640003	1186	1941	3126	1199
Fri Mar 27 20:33:45 2026	1774640025	1326	1802	3128	1183
Fri Mar 27 20:33:45 2026	1774640025	1326	1802	3128	1183
Fri Mar 27 20:33:44 2026	1774640024	1234	1894	3128	1181
Fri Mar 27 20:33:41 2026	1774640021	1270	1858	3128	1156
Fri Mar 27 20:33:06 2026	1774639986	1217	1912	3128	1210
Fri Mar 27 20:34:55 2026	1774640095	1245	1883	3129	1187
Fri Mar 27 20:35:12 2026	1774640112	1239	1891	3130	1193
Fri Mar 27 20:33:24 2026	1774640004	1224	1907	3130	1198
Fri Mar 27 20:33:29 2026	1774640009	1182	1950	3132	1198
Fri Mar 27 20:32:24 2026	1774639944	144	2990	3133	2990
Fri Mar 27 20:32:45 2026	1774639965	1164	1970	3133	1201
Fri Mar 27 20:34:34 2026	1774640074	1203	1931	3134	1197
Fri Mar 27 20:32:53 2026	1774639973	163	2971	3134	1146
Fri Mar 27 20:33:41 2026	1774640021	1275	1860	3135	1158
Fri Mar 27 20:34:12 2026	1774640052	1175	1960	3135	1210
Fri Mar 27 20:33:35 2026	1774640015	1245	1891	3135	1160
Fri Mar 27 20:35:01 2026	1774640101	1269	1867	3136	1234
Fri Mar 27 20:32:42 2026	1774639962	1232	1904	3136	1170
Fri Mar 27 20:32:57 2026	1774639977	1248	1888	3137	1162
Fri Mar 27 20:33:43 2026	1774640023	1189	1948	3137	1208
Fri Mar 27 20:36:12 2026	1774640172	1293	1846	3139	1179
Fri Mar 27 20:35:05 2026	1774640105	1210	1933	3143	1256
Fri Mar 27 20:36:21 2026	1774640181	1140	2006	3146	1270
Fri Mar 27 20:35:00 2026	1774640100	1178	1969	3147	1212
Fri Mar 27 20:35:53 2026	1774640153	160	2987	3148	2987
Fri Mar 27 20:33:32 2026	1774640012	1318	1832	3150	1164
Fri Mar 27 20:32:58 2026	1774639978	1224	1928	3152	1188
Fri Mar 27 20:36:14 2026	1774640174	1230	1922	3153	1171
Fri Mar 27 20:32:36 2026	1774639956	1207	1945	3153	1196
Fri Mar 27 20:32:57 2026	1774639977	1218	1935	3153	1198
Fri Mar 27 20:35:20 2026	1774640120	1212	1944	3156	1183
Fri Mar 27 20:33:03 2026	1774639983	1202	1954	3156	1176
Fri Mar 27 20:34:01 2026	1774640041	1183	1974	3157	1252
Fri Mar 27 20:32:19 2026	1774639939	225	2932	3158	2932
Fri Mar 27 20:32:19 2026	1774639939	200	2958	3158	2958
Fri Mar 27 20:32:46 2026	1774639966	1254	1906	3160	1202
Fri Mar 27 20:34:54 2026	1774640094	1141	2019	3160	1243
Fri Mar 27 20:34:12 2026	1774640052	1203	1959	3162	1212
Fri Mar 27 20:36:12 2026	1774640172	1317	1846	3162	1179
Fri Mar 27 20:33:40 2026	1774640020	1225	1938	3163	1190
Fri Mar 27 20:33:20 2026	1774640000	1191	1972	3163	1182
Fri Mar 27 20:33:26 2026	1774640006	1209	1955	3164	1259
Fri Mar 27 20:36:15 2026	1774640175	1205	1959	3164	1171
Fri Mar 27 20:32:51 2026	1774639971	1223	1943	3166	1205
Fri Mar 27 20:33:34 2026	1774640014	1294	1872	3166	1172
Fri Mar 27 20:34:33 2026	1774640073	1278	1888	3166	1177
Fri Mar 27 20:36:09 2026	1774640169	1177	1990	3167	1200
Fri Mar 27 20:35:10 2026	1774640110	1150	2017	3167	1122
Fri Mar 27 20:36:14 2026	1774640174	1245	1922	3167	1171
Fri Mar 27 20:36:09 2026	1774640169	1256	1912	3168	1187
Fri Mar 27 20:33:47 2026	1774640027	1235	1938	3173	1198
Fri Mar 27 20:33:04 2026	1774639984	1189	1985	3174	1222
Fri Mar 27 20:32:55 2026	1774639975	159	3015	3175	1186
Fri Mar 27 20:36:01 2026	1774640161	1194	1983	3177	1330
Fri Mar 27 20:33:25 2026	1774640005	1154	2025	3178	1260
Fri Mar 27 20:33:31 2026	1774640011	1338	1841	3179	1208
Fri Mar 27 20:34:20 2026	1774640060	1233	1951	3184	1213
Fri Mar 27 20:36:24 2026	1774640184	1187	1999	3185	1233
Fri Mar 27 20:36:11 2026	1774640171	1178	2012	3190	1242
Fri Mar 27 20:34:38 2026	1774640078	1267	1924	3191	1181
Fri Mar 27 20:36:17 2026	1774640177	1216	1977	3193	1196
Fri Mar 27 20:33:11 2026	1774639991	1181	2013	3194	1163
Fri Mar 27 20:34:29 2026	1774640069	1204	1991	3194	1233
Fri Mar 27 20:34:17 2026	1774640057	1261	1933	3194	1205
Fri Mar 27 20:35:01 2026	1774640101	1230	1964	3194	1248
Fri Mar 27 20:32:24 2026	1774639944	187	3010	3197	3010
Fri Mar 27 20:36:12 2026	1774640172	1197	2000	3197	1207
Fri Mar 27 20:33:41 2026	1774640021	1245	1952	3198	1222
Fri Mar 27 20:33:03 2026	1774639983	1232	1967	3199	1227
Fri Mar 27 20:34:54 2026	1774640094	1168	2033	3201	1257
Fri Mar 27 20:35:36 2026	1774640136	1248	1953	3201	1190
Fri Mar 27 20:35:07 2026	1774640107	1249	1952	3202	1153
Fri Mar 27 20:33:46 2026	1774640026	1208	2005	3212	1194
Fri Mar 27 20:36:05 2026	1774640165	1265	1954	3219	1200
Fri Mar 27 20:36:14 2026	1774640174	215	3007	3222	1222
Fri Mar 27 20:33:31 2026	1774640011	1339	1885	3224	1208
Fri Mar 27 20:35:07 2026	1774640107	1242	1982	3224	1182
Fri Mar 27 20:35:09 2026	1774640109	1167	2057	3225	1269
Fri Mar 27 20:35:37 2026	1774640137	1132	2093	3225	1237
Fri Mar 27 20:34:55 2026	1774640095	1229	1997	3225	1278
Fri Mar 27 20:34:33 2026	1774640073	1316	1909	3226	1180
Fri Mar 27 20:34:45 2026	1774640085	1223	2003	3226	1208
Fri Mar 27 20:32:59 2026	1774639979	1158	2069	3227	1282
Fri Mar 27 20:33:39 2026	1774640019	1173	2055	3228	1210
Fri Mar 27 20:33:39 2026	1774640019	1171	2057	3228	1212
Fri Mar 27 20:34:24 2026	1774640064	1231	1997	3228	1244
Fri Mar 27 20:35:16 2026	1774640116	1240	1993	3233	1166
Fri Mar 27 20:34:53 2026	1774640093	1208	2025	3233	1228
Fri Mar 27 20:33:40 2026	1774640020	1225	2009	3233	1190
Fri Mar 27 20:34:17 2026	1774640057	1271	1967	3238	1205
Fri Mar 27 20:34:35 2026	1774640075	1263	1980	3242	1197
Fri Mar 27 20:34:35 2026	1774640075	1263	1983	3246	1197
Fri Mar 27 20:34:35 2026	1774640075	1263	1983	3246	1197
Fri Mar 27 20:32:46 2026	1774639966	1200	2049	3249	1234
Fri Mar 27 20:36:05 2026	1774640165	1226	2023	3249	1220
Fri Mar 27 20:34:23 2026	1774640063	1178	2071	3250	1266
Fri Mar 27 20:34:48 2026	1774640088	1187	2066	3253	1315
Fri Mar 27 20:34:42 2026	1774640082	1260	1996	3256	1198
Fri Mar 27 20:32:48 2026	1774639968	1251	2005	3256	1189
Fri Mar 27 20:33:26 2026	1774640006	1231	2026	3257	1259
Fri Mar 27 20:35:45 2026	1774640145	1136	2123	3259	1206
Fri Mar 27 20:32:47 2026	1774639967	1255	2006	3261	1185
Fri Mar 27 20:34:39 2026	1774640079	1239	2022	3262	1215
Fri Mar 27 20:32:33 2026	1774639953	1256	2006	3262	1185
Fri Mar 27 20:32:42 2026	1774639962	1251	2012	3263	1197
Fri Mar 27 20:33:36 2026	1774640016	2145	1118	3264	1118
Fri Mar 27 20:35:35 2026	1774640135	1168	2099	3267	1129
Fri Mar 27 20:32:36 2026	1774639956	1255	2016	3271	1214
Fri Mar 27 20:34:37 2026	1774640077	1151	2120	3271	1323
Fri Mar 27 20:33:29 2026	1774640009	1152	2120	3272	1332
Fri Mar 27 20:34:07 2026	1774640047	1230	2043	3273	1252
Fri Mar 27 20:33:57 2026	1774640037	2148	1129	3277	1128
Fri Mar 27 20:34:17 2026	1774640057	1282	1995	3278	1205
Fri Mar 27 20:35:11 2026	1774640111	1245	2033	3278	1186
Fri Mar 27 20:35:57 2026	1774640157	152	3129	3280	3129
Fri Mar 27 20:36:16 2026	1774640176	1338	1943	3282	1191
Fri Mar 27 20:33:57 2026	1774640037	121	3167	3288	1154
Fri Mar 27 20:33:41 2026	1774640021	1138	2150	3288	1134
Fri Mar 27 20:35:05 2026	1774640105	1161	2128	3289	1159
Fri Mar 27 20:34:06 2026	1774640046	142	3149	3291	1648
Fri Mar 27 20:36:16 2026	1774640176	1187	2106	3294	1132
Fri Mar 27 20:35:09 2026	1774640109	1238	2057	3296	1269
Fri Mar 27 20:32:36 2026	1774639956	264	3032	3296	1232
Fri Mar 27 20:34:48 2026	1774640088	2143	1154	3296	1154
Fri Mar 27 20:35:14 2026	1774640114	1120	2177	3297	1153
Fri Mar 27 20:34:09 2026	1774640049	1240	2058	3298	1255
Fri Mar 27 20:36:05 2026	1774640165	1287	2012	3299	1213
Fri Mar 27 20:35:41 2026	1774640141	2157	1142	3299	1142
Fri Mar 27 20:34:18 2026	1774640058	2148	1154	3301	1154
Fri Mar 27 20:36:16 2026	1774640176	2161	1141	3302	1141
Fri Mar 27 20:35:37 2026	1774640137	2157	1147	3305	1147
Fri Mar 27 20:33:01 2026	1774639981	2142	1166	3308	1164
Fri Mar 27 20:34:58 2026	1774640098	2172	1139	3311	1139
Fri Mar 27 20:34:26 2026	1774640066	2166	1148	3314	1148
Fri Mar 27 20:33:34 2026	1774640014	1210	2105	3315	1252
Fri Mar 27 20:33:17 2026	1774639997	1242	2075	3317	1244
Fri Mar 27 20:33:17 2026	1774639997	1242	2075	3317	1240
Fri Mar 27 20:32:38 2026	1774639958	2183	1135	3317	1135
Fri Mar 27 20:36:05 2026	1774640165	1299	2019	3318	1213
Fri Mar 27 20:35:08 2026	1774640108	2144	1175	3319	1175
Fri Mar 27 20:34:01 2026	1774640041	2179	1141	3320	1141
Fri Mar 27 20:33:47 2026	1774640027	2169	1155	3324	1155
Fri Mar 27 20:34:32 2026	1774640072	2172	1155	3327	1154
Fri Mar 27 20:34:26 2026	1774640066	2170	1158	3328	1158
Fri Mar 27 20:33:14 2026	1774639994	2166	1163	3329	1163
Fri Mar 27 20:33:01 2026	1774639981	2171	1159	3330	1159
Fri Mar 27 20:34:34 2026	1774640074	2174	1157	3331	1157
Fri Mar 27 20:36:01 2026	1774640161	1183	2148	3331	1216
Fri Mar 27 20:35:15 2026	1774640115	2188	1145	3333	1145
Fri Mar 27 20:34:47 2026	1774640087	2203	1130	3333	1130
Fri Mar 27 20:34:04 2026	1774640044	2163	1173	3336	1173
Fri Mar 27 20:33:50 2026	1774640030	2187	1149	3336	1149
Fri Mar 27 20:34:02 2026	1774640042	2198	1139	3337	1138
Fri Mar 27 20:33:51 2026	1774640031	2159	1179	3338	1179
Fri Mar 27 20:35:37 2026	1774640137	2194	1144	3339	1144
Fri Mar 27 20:34:53 2026	1774640093	133	3208	3341	1208
Fri Mar 27 20:33:39 2026	1774640019	129	3212	3341	1157
Fri Mar 27 20:32:39 2026	1774639959	2177	1165	3341	1164
Fri Mar 27 20:36:07 2026	1774640167	2162	1182	3344	1182
Fri Mar 27 20:33:33 2026	1774640013	2183	1161	3344	1161
Fri Mar 27 20:33:40 2026	1774640020	2191	1155	3346	1155
Fri Mar 27 20:33:43 2026	1774640023	2216	1130	3346	1130
Fri Mar 27 20:35:53 2026	1774640153	160	3187	3347	3187
Fri Mar 27 20:35:53 2026	1774640153	160	3187	3347	3187
Fri Mar 27 20:33:04 2026	1774639984	2177	1171	3347	1171
Fri Mar 27 20:32:59 2026	1774639979	2195	1154	3349	1154
Fri Mar 27 20:35:05 2026	1774640105	1162	2188	3350	1162
Fri Mar 27 20:35:43 2026	1774640143	2200	1150	3350	1150
Fri Mar 27 20:35:19 2026	1774640119	2169	1183	3352	1183
Fri Mar 27 20:35:04 2026	1774640104	2168	1184	3352	1184
Fri Mar 27 20:34:42 2026	1774640082	1187	2165	3352	1292
Fri Mar 27 20:32:53 2026	1774639973	2187	1166	3354	1166
Fri Mar 27 20:34:41 2026	1774640081	1163	2191	3354	1530
Fri Mar 27 20:34:31 2026	1774640071	2171	1184	3354	1183
Fri Mar 27 20:35:53 2026	1774640153	160	3195	3355	3195
Fri Mar 27 20:36:01 2026	1774640161	1228	2127	3355	1517
Fri Mar 27 20:33:52 2026	1774640032	2232	1124	3356	1124
Fri Mar 27 20:34:07 2026	1774640047	1246	2110	3356	1205
Fri Mar 27 20:35:25 2026	1774640125	126	3231	3358	3231
Fri Mar 27 20:34:26 2026	1774640066	2166	1192	3358	1192
Fri Mar 27 20:36:14 2026	1774640174	2201	1158	3358	1158
Fri Mar 27 20:32:38 2026	1774639958	2200	1158	3358	1158
Fri Mar 27 20:33:51 2026	1774640031	2179	1180	3358	1180
Fri Mar 27 20:33:39 2026	1774640019	1277	2082	3359	1225
Fri Mar 27 20:33:01 2026	1774639981	1253	2106	3359	1250
Fri Mar 27 20:35:14 2026	1774640114	2168	1193	3361	1193
Fri Mar 27 20:34:44 2026	1774640084	2187	1173	3361	1173
Fri Mar 27 20:34:01 2026	1774640041	1149	2213	3362	1156
Fri Mar 27 20:34:01 2026	1774640041	2218	1144	3362	1144
Fri Mar 27 20:33:52 2026	1774640032	2236	1126	3362	1126
Fri Mar 27 20:36:04 2026	1774640164	2152	1211	3363	1211
Fri Mar 27 20:36:05 2026	1774640165	2218	1144	3363	1144
Fri Mar 27 20:33:09 2026	1774639989	2213	1150	3363	1150
Fri Mar 27 20:35:00 2026	1774640100	2186	1177	3363	1177
Fri Mar 27 20:33:59 2026	1774640039	2182	1181	3363	1181
Fri Mar 27 20:33:04 2026	1774639984	2182	1181	3363	1181
Fri Mar 27 20:36:19 2026	1774640179	2164	1200	3364	1200
Fri Mar 27 20:33:13 2026	1774639993	2185	1180	3365	1179
Fri Mar 27 20:33:21 2026	1774640001	2204	1163	3366	1163
Fri Mar 27 20:34:47 2026	1774640087	2205	1161	3366	1161
Fri Mar 27 20:34:02 2026	1774640042	2239	1128	3367	1128
Fri Mar 27 20:36:04 2026	1774640164	2154	1212	3367	1212
Fri Mar 27 20:32:55 2026	1774639975	2212	1155	3367	1155
Fri Mar 27 20:34:07 2026	1774640047	2177	1192	3369	1192
Fri Mar 27 20:33:52 2026	1774640032	2211	1157	3369	1157
Fri Mar 27 20:33:36 2026	1774640016	161	3208	3369	1166
Fri Mar 27 20:32:43 2026	1774639963	2194	1176	3370	1175
Fri Mar 27 20:35:25 2026	1774640125	153	3220	3373	3220
Fri Mar 27 20:34:35 2026	1774640075	2184	1190	3374	1190
Fri Mar 27 20:32:58 2026	1774639978	2205	1169	3375	1169
Fri Mar 27 20:33:54 2026	1774640034	2243	1133	3375	1133
Fri Mar 27 20:32:59 2026	1774639979	2198	1177	3376	1177
Fri Mar 27 20:35:05 2026	1774640105	1231	2146	3376	1272
Fri Mar 27 20:34:23 2026	1774640063	2188	1189	3377	1189
Fri Mar 27 20:35:03 2026	1774640103	2197	1182	3379	1182
Fri Mar 27 20:34:54 2026	1774640094	2181	1198	3379	1198
Fri Mar 27 20:34:13 2026	1774640053	127	3253	3380	1164
Fri Mar 27 20:33:05 2026	1774639985	2228	1153	3381	1152
Fri Mar 27 20:32:47 2026	1774639967	2216	1166	3382	1165
Fri Mar 27 20:33:11 2026	1774639991	2214	1168	3382	1168
Fri Mar 27 20:34:44 2026	1774640084	208	3174	3382	1171
Fri Mar 27 20:34:44 2026	1774640084	208	3174	3383	1171
Fri Mar 27 20:34:43 2026	1774640083	2200	1183	3383	1183
Fri Mar 27 20:34:15 2026	1774640055	2256	1128	3384	1128
Fri Mar 27 20:33:27 2026	1774640007	2231	1154	3385	1154
Fri Mar 27 20:32:55 2026	1774639975	2208	1177	3385	1177
Fri Mar 27 20:33:39 2026	1774640019	1197	2189	3386	1339
Fri Mar 27 20:33:20 2026	1774640000	2229	1158	3387	1158
Fri Mar 27 20:33:57 2026	1774640037	184	3203	3387	1144
Fri Mar 27 20:34:51 2026	1774640091	2193	1194	3388	1194
Fri Mar 27 20:32:47 2026	1774639967	2222	1166	3388	1165
Fri Mar 27 20:34:42 2026	1774640082	1223	2166	3389	1292
Fri Mar 27 20:33:29 2026	1774640009	180	3209	3389	1144
Fri Mar 27 20:35:01 2026	1774640101	2201	1189	3389	1189
Fri Mar 27 20:35:43 2026	1774640143	2203	1187	3390	1187
Fri Mar 27 20:35:11 2026	1774640111	1158	2232	3390	1143
Fri Mar 27 20:35:43 2026	1774640143	1235	2155	3390	1429
Fri Mar 27 20:33:28 2026	1774640008	2181	1209	3390	1208
Fri Mar 27 20:36:22 2026	1774640182	2226	1165	3391	1165
Fri Mar 27 20:36:20 2026	1774640180	1198	2193	3391	1191
Fri Mar 27 20:34:01 2026	1774640041	2222	1169	3391	1169
Fri Mar 27 20:33:06 2026	1774639986	2175	1217	3392	1217
Fri Mar 27 20:34:28 2026	1774640068	2173	1220	3392	1220
Fri Mar 27 20:33:37 2026	1774640017	2210	1182	3392	1182
Fri Mar 27 20:33:38 2026	1774640018	2205	1187	3392	1187
Fri Mar 27 20:33:31 2026	1774640011	1393	2000	3393	1249
Fri Mar 27 20:35:13 2026	1774640113	2273	1120	3394	1120
Fri Mar 27 20:33:19 2026	1774639999	2217	1177	3394	1177
Fri Mar 27 20:34:44 2026	1774640084	2189	1204	3394	1204
Fri Mar 27 20:33:51 2026	1774640031	2205	1190	3394	1190
Fri Mar 27 20:34:49 2026	1774640089	2227	1168	3395	1168
Fri Mar 27 20:34:39 2026	1774640079	2234	1160	3395	1160
Fri Mar 27 20:34:02 2026	1774640042	2252	1146	3398	1146
Fri Mar 27 20:35:10 2026	1774640110	2239	1160	3399	1160
Fri Mar 27 20:35:10 2026	1774640110	2235	1163	3399	1163
Fri Mar 27 20:33:22 2026	1774640002	2209	1190	3399	1190
Fri Mar 27 20:33:15 2026	1774639995	2208	1192	3400	1192
Fri Mar 27 20:34:21 2026	1774640061	216	3184	3401	1263
Fri Mar 27 20:32:44 2026	1774639964	2217	1185	3402	1185
Fri Mar 27 20:34:37 2026	1774640077	1132	2270	3402	1342
Fri Mar 27 20:34:35 2026	1774640075	2237	1167	3403	1167
Fri Mar 27 20:34:12 2026	1774640052	2247	1157	3404	1157
Fri Mar 27 20:34:12 2026	1774640052	2247	1158	3404	1157
Fri Mar 27 20:34:17 2026	1774640057	2236	1169	3404	1169
Fri Mar 27 20:34:39 2026	1774640079	324	3081	3405	1164
Fri Mar 27 20:33:49 2026	1774640029	2222	1183	3405	1183
Fri Mar 27 20:35:08 2026	1774640108	2244	1161	3405	1161
Fri Mar 27 20:34:12 2026	1774640052	2247	1159	3406	1159
Fri Mar 27 20:36:13 2026	1774640173	2244	1162	3406	1160
Fri Mar 27 20:32:48 2026	1774639968	2232	1174	3406	1174
Fri Mar 27 20:36:02 2026	1774640162	1279	2127	3406	1246
Fri Mar 27 20:34:05 2026	1774640045	2213	1194	3407	1194
Fri Mar 27 20:32:50 2026	1774639970	2208	1200	3408	1200
Fri Mar 27 20:34:32 2026	1774640072	2190	1218	3408	1218
Fri Mar 27 20:34:40 2026	1774640080	1173	2235	3408	1496
Fri Mar 27 20:33:03 2026	1774639983	1211	2198	3409	1278
Fri Mar 27 20:35:34 2026	1774640134	2199	1210	3409	1210
Fri Mar 27 20:32:56 2026	1774639976	2186	1222	3409	1222
Fri Mar 27 20:34:50 2026	1774640090	2238	1171	3409	1171
Fri Mar 27 20:36:17 2026	1774640177	1139	2270	3409	1183
Fri Mar 27 20:34:50 2026	1774640090	2238	1171	3409	1171
Fri Mar 27 20:34:50 2026	1774640090	2234	1176	3409	1176
Fri Mar 27 20:34:50 2026	1774640090	2234	1176	3410	1176
Fri Mar 27 20:34:25 2026	1774640065	2220	1190	3410	1190
Fri Mar 27 20:34:25 2026	1774640065	2219	1191	3410	1191
Fri Mar 27 20:35:02 2026	1774640102	2164	1247	3411	1247
Fri Mar 27 20:34:52 2026	1774640092	1142	2269	3411	1230
Fri Mar 27 20:36:07 2026	1774640167	2183	1228	3411	1228
Fri Mar 27 20:35:02 2026	1774640102	2165	1247	3412	1247
Fri Mar 27 20:33:30 2026	1774640010	2217	1195	3412	1195
Fri Mar 27 20:33:15 2026	1774639995	2224	1190	3414	1190
Fri Mar 27 20:33:15 2026	1774639995	2224	1190	3414	1190
Fri Mar 27 20:32:55 2026	1774639975	2178	1238	3416	1237
Fri Mar 27 20:33:41 2026	1774640021	2206	1212	3417	1212
Fri Mar 27 20:32:44 2026	1774639964	2180	1238	3418	1238
Fri Mar 27 20:36:06 2026	1774640166	2254	1165	3419	1165
Fri Mar 27 20:35:19 2026	1774640119	2231	1189	3420	1189
Fri Mar 27 20:33:48 2026	1774640028	2230	1191	3422	1191
Fri Mar 27 20:34:41 2026	1774640081	2170	1254	3424	1253
Fri Mar 27 20:35:39 2026	1774640139	2193	1231	3424	1231
Fri Mar 27 20:36:13 2026	1774640173	2230	1195	3425	1195
Fri Mar 27 20:34:50 2026	1774640090	1311	2114	3425	1192
Fri Mar 27 20:36:04 2026	1774640164	2233	1193	3426	1193
Fri Mar 27 20:36:16 2026	1774640176	2171	1256	3426	1255
Fri Mar 27 20:33:08 2026	1774639988	2235	1192	3427	1192
Fri Mar 27 20:34:58 2026	1774640098	2187	1241	3428	1241
Fri Mar 27 20:35:41 2026	1774640141	2187	1241	3428	1241
Fri Mar 27 20:33:29 2026	1774640009	2186	1243	3429	1243
Fri Mar 27 20:33:01 2026	1774639981	2161	1267	3429	1267
Fri Mar 27 20:33:08 2026	1774639988	2267	1162	3429	1162
Fri Mar 27 20:35:11 2026	1774640111	1190	2240	3430	1143
Fri Mar 27 20:33:38 2026	1774640018	2250	1182	3432	1182
Fri Mar 27 20:36:14 2026	1774640174	2242	1192	3434	1192
Fri Mar 27 20:33:42 2026	1774640022	2184	1253	3437	1252
Fri Mar 27 20:36:17 2026	1774640177	2233	1206	3438	1206
Fri Mar 27 20:33:42 2026	1774640022	2263	1176	3439	1176
Fri Mar 27 20:33:47 2026	1774640027	2253	1186	3439	1186
Fri Mar 27 20:34:53 2026	1774640093	1174	2266	3440	1168
Fri Mar 27 20:35:02 2026	1774640102	2239	1203	3442	1203
Fri Mar 27 20:35:07 2026	1774640107	1193	2249	3443	1159
Fri Mar 27 20:35:02 2026	1774640102	1254	2189	3443	1195
Fri Mar 27 20:32:23 2026	1774639943	188	3256	3444	3255
Fri Mar 27 20:32:19 2026	1774639939	226	3218	3444	3218
Fri Mar 27 20:36:08 2026	1774640168	2205	1240	3445	1240
Fri Mar 27 20:32:23 2026	1774639943	188	3258	3446	3257
Fri Mar 27 20:33:08 2026	1774639988	2191	1256	3446	1255
Fri Mar 27 20:33:17 2026	1774639997	2257	1192	3448	1191
Fri Mar 27 20:33:43 2026	1774640023	2208	1240	3449	1240
Fri Mar 27 20:32:23 2026	1774639943	188	3262	3450	3262
Fri Mar 27 20:34:25 2026	1774640065	159	3293	3451	1169
Fri Mar 27 20:33:23 2026	1774640003	2214	1239	3453	1238
Fri Mar 27 20:32:45 2026	1774639965	2228	1225	3453	1225
Fri Mar 27 20:36:19 2026	1774640179	2294	1163	3457	1163
Fri Mar 27 20:35:44 2026	1774640144	2277	1180	3457	1180
Fri Mar 27 20:34:18 2026	1774640058	2191	1267	3458	1267
Fri Mar 27 20:36:04 2026	1774640164	2234	1224	3458	1224
Fri Mar 27 20:36:04 2026	1774640164	2233	1225	3458	1224
Fri Mar 27 20:34:23 2026	1774640063	1235	2223	3458	1289
Fri Mar 27 20:36:07 2026	1774640167	2246	1213	3459	1213
Fri Mar 27 20:35:44 2026	1774640144	2277	1184	3460	1183
Fri Mar 27 20:33:39 2026	1774640019	2259	1202	3461	1202
Fri Mar 27 20:33:02 2026	1774639982	2169	1293	3461	1293
Fri Mar 27 20:35:14 2026	1774640114	2266	1197	3463	1197
Fri Mar 27 20:33:13 2026	1774639993	2245	1219	3463	1148
Fri Mar 27 20:34:16 2026	1774640056	2270	1194	3464	1194
Fri Mar 27 20:35:10 2026	1774640110	161	3303	3465	1183
Fri Mar 27 20:35:10 2026	1774640110	162	3303	3465	1183
Fri Mar 27 20:34:16 2026	1774640056	2274	1194	3468	1194
Fri Mar 27 20:33:06 2026	1774639986	2339	1129	3469	1129
Fri Mar 27 20:35:14 2026	1774640114	2273	1197	3470	1197
Fri Mar 27 20:34:16 2026	1774640056	2276	1194	3470	1194
Fri Mar 27 20:36:20 2026	1774640180	2275	1196	3471	1196
Fri Mar 27 20:35:05 2026	1774640105	2227	1245	3472	1245
Fri Mar 27 20:33:42 2026	1774640022	177	3295	3472	1167
Fri Mar 27 20:32:34 2026	1774639954	175	3298	3472	1184
Fri Mar 27 20:33:48 2026	1774640028	2264	1209	3473	1209
Fri Mar 27 20:36:20 2026	1774640180	1171	2303	3474	1185
Fri Mar 27 20:36:13 2026	1774640173	2282	1195	3476	1195
Fri Mar 27 20:33:34 2026	1774640014	2232	1246	3477	1245
Fri Mar 27 20:34:08 2026	1774640048	169	3309	3477	1174
Fri Mar 27 20:35:36 2026	1774640136	2238	1241	3478	1241
Fri Mar 27 20:33:51 2026	1774640031	179	3301	3480	1180
Fri Mar 27 20:35:34 2026	1774640134	2221	1258	3480	1258
Fri Mar 27 20:35:34 2026	1774640134	2223	1258	3482	1258
Fri Mar 27 20:35:34 2026	1774640134	2223	1258	3482	1258
Fri Mar 27 20:36:09 2026	1774640169	127	3355	3482	1196
Fri Mar 27 20:35:34 2026	1774640134	2224	1259	3482	1258
Fri Mar 27 20:32:35 2026	1774639955	1311	2172	3483	1231
Fri Mar 27 20:35:25 2026	1774640125	134	3350	3485	3350
Fri Mar 27 20:32:59 2026	1774639979	1167	2320	3487	1171
Fri Mar 27 20:35:41 2026	1774640141	2185	1303	3488	1303
Fri Mar 27 20:32:45 2026	1774639965	1166	2324	3489	1176
Fri Mar 27 20:33:24 2026	1774640004	1220	2270	3490	1119
Fri Mar 27 20:34:53 2026	1774640093	2246	1245	3491	1245
Fri Mar 27 20:34:07 2026	1774640047	2242	1250	3492	1250
Fri Mar 27 20:32:51 2026	1774639971	2274	1218	3492	1218
Fri Mar 27 20:35:05 2026	1774640105	2199	1295	3493	1295
Fri Mar 27 20:32:23 2026	1774639943	188	3306	3493	3306
Fri Mar 27 20:36:10 2026	1774640170	1200	2293	3494	1154
Fri Mar 27 20:33:31 2026	1774640011	2330	1164	3494	1164
Fri Mar 27 20:36:10 2026	1774640170	1189	2305	3494	1161
Fri Mar 27 20:33:44 2026	1774640024	109	3385	3494	1182
Fri Mar 27 20:35:08 2026	1774640108	162	3332	3495	1152
Fri Mar 27 20:35:07 2026	1774640107	2258	1239	3497	1239
Fri Mar 27 20:34:16 2026	1774640056	2303	1194	3497	1194
Fri Mar 27 20:36:10 2026	1774640170	2183	1317	3500	1317
Fri Mar 27 20:36:17 2026	1774640177	1236	2270	3506	1183
Fri Mar 27 20:35:06 2026	1774640106	1254	2253	3507	1163
Fri Mar 27 20:33:35 2026	1774640015	1177	2339	3515	1163
Fri Mar 27 20:32:29 2026	1774639949	156	3360	3516	1173
Fri Mar 27 20:36:24 2026	1774640184	2307	1209	3516	1209
Fri Mar 27 20:36:08 2026	1774640168	2313	1204	3517	1203
Fri Mar 27 20:36:08 2026	1774640168	2313	1204	3517	1203
Fri Mar 27 20:36:06 2026	1774640166	2267	1252	3519	1252
Fri Mar 27 20:32:38 2026	1774639958	220	3300	3521	1164
