starttime	seconds	ctime	dtime	ttime	wait
Fri Mar 27 20:36:13 2026	1774640173	225	1265	1491	1265
Fri Mar 27 20:35:59 2026	1774640159	309	1182	1491	1181
Fri Mar 27 20:34:23 2026	1774640063	147	1343	1491	1343
Fri Mar 27 20:36:01 2026	1774640161	161	1330	1491	1330
Fri Mar 27 20:36:13 2026	1774640173	253	1237	1491	1237
Fri Mar 27 20:35:59 2026	1774640159	311	1180	1491	1180
Fri Mar 27 20:36:13 2026	1774640173	226	1265	1491	1265
Fri Mar 27 20:35:59 2026	1774640159	311	1180	1491	1180
Fri Mar 27 20:35:59 2026	1774640159	309	1182	1491	1181
Fri Mar 27 20:36:13 2026	1774640173	253	1238	1491	1238
Fri Mar 27 20:35:44 2026	1774640144	216	1277	1493	1277
Fri Mar 27 20:33:32 2026	1774640012	285	1208	1493	1208
Fri Mar 27 20:35:59 2026	1774640159	310	1183	1494	1183
Fri Mar 27 20:33:32 2026	1774640012	289	1205	1494	1205
Fri Mar 27 20:35:59 2026	1774640159	311	1183	1494	1183
Fri Mar 27 20:35:59 2026	1774640159	311	1183	1494	1183
Fri Mar 27 20:33:32 2026	1774640012	285	1208	1494	1208
Fri Mar 27 20:33:32 2026	1774640012	289	1205	1494	1205
Fri Mar 27 20:35:59 2026	1774640159	311	1183	1494	1183
Fri Mar 27 20:35:59 2026	1774640159	311	1183	1494	1183
Fri Mar 27 20:33:32 2026	1774640012	286	1208	1494	1208
Fri Mar 27 20:35:59 2026	1774640159	311	1184	1494	1183
Fri Mar 27 20:34:52 2026	1774640092	137	1357	1494	1357
Fri Mar 27 20:36:17 2026	1774640177	247	1248	1496	1248
Fri Mar 27 20:36:00 2026	1774640160	158	1338	1496	1338
Fri Mar 27 20:35:23 2026	1774640123	140	1356	1496	1356
Fri Mar 27 20:36:00 2026	1774640160	163	1333	1496	1333
Fri Mar 27 20:35:57 2026	1774640157	294	1203	1497	1203
Fri Mar 27 20:36:12 2026	1774640172	165	1332	1498	1332
Fri Mar 27 20:34:12 2026	1774640052	185	1313	1498	1313
Fri Mar 27 20:35:45 2026	1774640145	130	1369	1498	1368
Fri Mar 27 20:34:39 2026	1774640079	251	1248	1499	1248
Fri Mar 27 20:34:34 2026	1774640074	158	1340	1499	1340
Fri Mar 27 20:34:34 2026	1774640074	162	1337	1499	1337
Fri Mar 27 20:36:03 2026	1774640163	215	1284	1499	1284
Fri Mar 27 20:32:51 2026	1774639971	189	1310	1499	1310
Fri Mar 27 20:34:10 2026	1774640050	181	1319	1500	1319
Fri Mar 27 20:35:43 2026	1774640143	148	1353	1501	1353
Fri Mar 27 20:33:45 2026	1774640025	145	1356	1501	1356
Fri Mar 27 20:35:51 2026	1774640151	218	1284	1502	1284
Fri Mar 27 20:35:30 2026	1774640130	166	1337	1503	1337
Fri Mar 27 20:35:51 2026	1774640151	219	1284	1503	1284
Fri Mar 27 20:35:51 2026	1774640151	218	1284	1503	1284
Fri Mar 27 20:35:51 2026	1774640151	219	1285	1503	1284
Fri Mar 27 20:35:51 2026	1774640151	219	1284	1503	1284
Fri Mar 27 20:35:51 2026	1774640151	219	1285	1503	1285
Fri Mar 27 20:35:44 2026	1774640144	137	1366	1503	1366
Fri Mar 27 20:35:22 2026	1774640122	131	1372	1503	1372
Fri Mar 27 20:32:30 2026	1774639950	242	1262	1503	1261
Fri Mar 27 20:36:23 2026	1774640183	221	1283	1504	1283
Fri Mar 27 20:34:10 2026	1774640050	308	1197	1504	1197
Fri Mar 27 20:35:31 2026	1774640131	147	1357	1504	1357
Fri Mar 27 20:34:10 2026	1774640050	308	1197	1505	1197
Fri Mar 27 20:33:46 2026	1774640026	193	1312	1505	1312
Fri Mar 27 20:36:00 2026	1774640160	168	1337	1505	1335
Fri Mar 27 20:35:16 2026	1774640116	128	1378	1506	1378
Fri Mar 27 20:35:43 2026	1774640143	262	1245	1506	1245
Fri Mar 27 20:33:46 2026	1774640026	194	1312	1506	1312
Fri Mar 27 20:35:20 2026	1774640120	251	1256	1507	1256
Fri Mar 27 20:33:46 2026	1774640026	136	1372	1508	1372
Fri Mar 27 20:35:35 2026	1774640135	181	1329	1511	1329
Fri Mar 27 20:34:43 2026	1774640083	214	1297	1511	1296
Fri Mar 27 20:35:31 2026	1774640131	150	1361	1512	1361
Fri Mar 27 20:35:20 2026	1774640120	301	1211	1512	1211
Fri Mar 27 20:35:23 2026	1774640123	171	1341	1512	1341
Fri Mar 27 20:35:24 2026	1774640124	154	1359	1513	1359
Fri Mar 27 20:35:16 2026	1774640116	133	1380	1513	1380
Fri Mar 27 20:36:20 2026	1774640180	162	1351	1514	1351
Fri Mar 27 20:35:22 2026	1774640122	188	1326	1514	1326
Fri Mar 27 20:33:46 2026	1774640026	326	1188	1514	1188
Fri Mar 27 20:35:22 2026	1774640122	118	1397	1514	1397
Fri Mar 27 20:35:43 2026	1774640143	111	1404	1514	1403
Fri Mar 27 20:35:43 2026	1774640143	110	1404	1515	1404
Fri Mar 27 20:34:41 2026	1774640081	138	1378	1515	1377
Fri Mar 27 20:34:42 2026	1774640082	200	1315	1515	1315
Fri Mar 27 20:35:23 2026	1774640123	109	1407	1516	1407
Fri Mar 27 20:35:23 2026	1774640123	171	1345	1517	1345
Fri Mar 27 20:32:45 2026	1774639965	282	1235	1517	1235
Fri Mar 27 20:33:54 2026	1774640034	257	1261	1518	1261
Fri Mar 27 20:33:54 2026	1774640034	256	1262	1518	1262
Fri Mar 27 20:33:54 2026	1774640034	256	1262	1518	1262
Fri Mar 27 20:33:54 2026	1774640034	257	1262	1518	1262
Fri Mar 27 20:36:12 2026	1774640172	165	1355	1521	1351
Fri Mar 27 20:33:07 2026	1774639987	187	1335	1521	1334
Fri Mar 27 20:35:19 2026	1774640119	151	1370	1521	1370
Fri Mar 27 20:34:24 2026	1774640064	247	1275	1521	1274
Fri Mar 27 20:35:59 2026	1774640159	339	1183	1521	1183
Fri Mar 27 20:34:24 2026	1774640064	247	1275	1522	1274
Fri Mar 27 20:35:59 2026	1774640159	340	1183	1522	1183
Fri Mar 27 20:35:59 2026	1774640159	340	1182	1522	1182
Fri Mar 27 20:35:59 2026	1774640159	340	1183	1523	1183
Fri Mar 27 20:34:12 2026	1774640052	199	1325	1524	1324
Fri Mar 27 20:36:03 2026	1774640163	204	1319	1524	1319
Fri Mar 27 20:35:22 2026	1774640122	151	1374	1525	1374
Fri Mar 27 20:35:43 2026	1774640143	133	1393	1526	1393
Fri Mar 27 20:34:24 2026	1774640064	247	1279	1526	1279
Fri Mar 27 20:34:37 2026	1774640077	144	1383	1526	1382
Fri Mar 27 20:35:43 2026	1774640143	130	1397	1527	1397
Fri Mar 27 20:35:23 2026	1774640123	169	1359	1528	1359
Fri Mar 27 20:34:15 2026	1774640055	373	1155	1528	1155
Fri Mar 27 20:35:43 2026	1774640143	156	1372	1528	1372
Fri Mar 27 20:35:59 2026	1774640159	339	1190	1529	1182
Fri Mar 27 20:35:28 2026	1774640128	317	1213	1529	1212
Fri Mar 27 20:35:22 2026	1774640122	156	1373	1529	1373
Fri Mar 27 20:34:42 2026	1774640082	151	1378	1530	1378
Fri Mar 27 20:34:38 2026	1774640078	173	1358	1530	1357
Fri Mar 27 20:35:59 2026	1774640159	339	1192	1530	1191
Fri Mar 27 20:35:22 2026	1774640122	162	1369	1531	1369
Fri Mar 27 20:35:59 2026	1774640159	338	1192	1531	1192
Fri Mar 27 20:35:59 2026	1774640159	339	1192	1531	1192
Fri Mar 27 20:34:42 2026	1774640082	190	1341	1531	1341
Fri Mar 27 20:35:59 2026	1774640159	339	1192	1531	1192
Fri Mar 27 20:35:59 2026	1774640159	339	1192	1531	1192
Fri Mar 27 20:35:59 2026	1774640159	339	1192	1531	1192
Fri Mar 27 20:35:59 2026	1774640159	339	1192	1531	1192
Fri Mar 27 20:35:59 2026	1774640159	339	1192	1531	1192
Fri Mar 27 20:35:59 2026	1774640159	339	1192	1531	1192
Fri Mar 27 20:35:59 2026	1774640159	340	1192	1532	1191
Fri Mar 27 20:35:59 2026	1774640159	340	1192	1532	1192
Fri Mar 27 20:35:59 2026	1774640159	340	1192	1532	1192
Fri Mar 27 20:35:59 2026	1774640159	340	1192	1532	1192
Fri Mar 27 20:35:59 2026	1774640159	340	1192	1532	1192
Fri Mar 27 20:35:59 2026	1774640159	340	1192	1532	1192
Fri Mar 27 20:33:32 2026	1774640012	214	1318	1532	1318
Fri Mar 27 20:35:59 2026	1774640159	340	1192	1532	1192
Fri Mar 27 20:35:44 2026	1774640144	174	1359	1533	1359
Fri Mar 27 20:33:32 2026	1774640012	214	1318	1533	1318
Fri Mar 27 20:35:44 2026	1774640144	175	1358	1533	1358
Fri Mar 27 20:36:00 2026	1774640160	161	1373	1534	1373
Fri Mar 27 20:34:23 2026	1774640063	188	1347	1534	1347
Fri Mar 27 20:35:22 2026	1774640122	150	1384	1534	1384
Fri Mar 27 20:33:39 2026	1774640019	180	1356	1535	1356
Fri Mar 27 20:36:04 2026	1774640164	154	1382	1536	1381
Fri Mar 27 20:35:33 2026	1774640133	165	1371	1536	1370
Fri Mar 27 20:35:43 2026	1774640143	142	1394	1536	1394
Fri Mar 27 20:35:31 2026	1774640131	175	1361	1536	1361
Fri Mar 27 20:35:31 2026	1774640131	175	1361	1536	1361
Fri Mar 27 20:35:34 2026	1774640134	134	1403	1537	1403
Fri Mar 27 20:33:39 2026	1774640019	180	1357	1537	1356
Fri Mar 27 20:34:39 2026	1774640079	348	1189	1537	1189
Fri Mar 27 20:35:33 2026	1774640133	167	1371	1537	1370
Fri Mar 27 20:34:39 2026	1774640079	348	1189	1537	1189
Fri Mar 27 20:34:39 2026	1774640079	348	1189	1537	1189
Fri Mar 27 20:34:39 2026	1774640079	348	1189	1537	1189
Fri Mar 27 20:34:39 2026	1774640079	348	1189	1537	1189
Fri Mar 27 20:33:13 2026	1774639993	192	1345	1538	1345
Fri Mar 27 20:35:33 2026	1774640133	167	1371	1538	1371
Fri Mar 27 20:35:43 2026	1774640143	109	1429	1538	1429
Fri Mar 27 20:34:44 2026	1774640084	210	1329	1539	1329
Fri Mar 27 20:33:41 2026	1774640021	160	1380	1539	1380
Fri Mar 27 20:34:24 2026	1774640064	156	1383	1539	1383
Fri Mar 27 20:33:39 2026	1774640019	181	1358	1540	1358
Fri Mar 27 20:34:37 2026	1774640077	163	1378	1540	1377
Fri Mar 27 20:36:16 2026	1774640176	248	1292	1541	1292
Fri Mar 27 20:33:30 2026	1774640010	147	1393	1541	1393
Fri Mar 27 20:33:30 2026	1774640010	149	1392	1541	1391
Fri Mar 27 20:35:43 2026	1774640143	137	1405	1541	1405
Fri Mar 27 20:34:44 2026	1774640084	187	1356	1543	1356
Fri Mar 27 20:36:12 2026	1774640172	205	1337	1543	1306
Fri Mar 27 20:33:30 2026	1774640010	150	1393	1543	1393
Fri Mar 27 20:36:12 2026	1774640172	210	1333	1543	1333
Fri Mar 27 20:32:26 2026	1774639946	147	1396	1543	1396
Fri Mar 27 20:32:26 2026	1774639946	147	1396	1543	1396
Fri Mar 27 20:35:44 2026	1774640144	138	1406	1544	1406
Fri Mar 27 20:34:25 2026	1774640065	179	1365	1544	1364
Fri Mar 27 20:36:12 2026	1774640172	243	1301	1544	1301
Fri Mar 27 20:34:42 2026	1774640082	204	1341	1545	1340
Fri Mar 27 20:34:12 2026	1774640052	199	1345	1545	1345
Fri Mar 27 20:34:39 2026	1774640079	371	1175	1546	1175
Fri Mar 27 20:35:22 2026	1774640122	149	1400	1549	1400
Fri Mar 27 20:34:24 2026	1774640064	341	1209	1550	1209
Fri Mar 27 20:34:42 2026	1774640082	204	1347	1551	1347
Fri Mar 27 20:33:30 2026	1774640010	157	1396	1553	1396
Fri Mar 27 20:34:38 2026	1774640078	163	1390	1553	1390
Fri Mar 27 20:36:03 2026	1774640163	119	1435	1554	1435
Fri Mar 27 20:33:30 2026	1774640010	164	1390	1554	1390
Fri Mar 27 20:36:03 2026	1774640163	120	1434	1554	1434
Fri Mar 27 20:36:03 2026	1774640163	119	1435	1554	1435
Fri Mar 27 20:35:44 2026	1774640144	133	1422	1555	1416
Fri Mar 27 20:35:59 2026	1774640159	317	1239	1556	1211
Fri Mar 27 20:35:59 2026	1774640159	317	1239	1556	1239
Fri Mar 27 20:35:19 2026	1774640119	194	1363	1557	1363
Fri Mar 27 20:34:24 2026	1774640064	247	1314	1562	1314
Fri Mar 27 20:35:44 2026	1774640144	197	1366	1563	1366
Fri Mar 27 20:34:42 2026	1774640082	185	1380	1565	1380
Fri Mar 27 20:35:44 2026	1774640144	194	1373	1568	1373
Fri Mar 27 20:34:42 2026	1774640082	185	1383	1568	1383
Fri Mar 27 20:36:03 2026	1774640163	204	1364	1568	1364
Fri Mar 27 20:36:03 2026	1774640163	204	1365	1569	1365
Fri Mar 27 20:36:03 2026	1774640163	205	1365	1569	1365
Fri Mar 27 20:35:23 2026	1774640123	163	1408	1571	1407
Fri Mar 27 20:36:02 2026	1774640162	112	1462	1574	1462
Fri Mar 27 20:36:02 2026	1774640162	112	1462	1574	1462
Fri Mar 27 20:35:43 2026	1774640143	149	1426	1574	1426
Fri Mar 27 20:35:43 2026	1774640143	172	1406	1578	1406
Fri Mar 27 20:35:24 2026	1774640124	140	1438	1578	1438
Fri Mar 27 20:35:23 2026	1774640123	145	1435	1579	1435
Fri Mar 27 20:36:03 2026	1774640163	215	1364	1579	1364
Fri Mar 27 20:34:38 2026	1774640078	186	1394	1581	1150
Fri Mar 27 20:35:46 2026	1774640146	149	1436	1585	1436
Fri Mar 27 20:34:42 2026	1774640082	177	1410	1587	1410
Fri Mar 27 20:35:52 2026	1774640152	178	1409	1587	1409
Fri Mar 27 20:35:52 2026	1774640152	178	1409	1587	1409
Fri Mar 27 20:35:52 2026	1774640152	179	1408	1587	1408
Fri Mar 27 20:35:52 2026	1774640152	179	1409	1588	1409
Fri Mar 27 20:35:52 2026	1774640152	179	1409	1588	1409
Fri Mar 27 20:32:25 2026	1774639945	157	1431	1588	1431
Fri Mar 27 20:35:43 2026	1774640143	146	1443	1589	1443
Fri Mar 27 20:36:03 2026	1774640163	125	1464	1589	1464
Fri Mar 27 20:33:41 2026	1774640021	161	1431	1592	1431
Fri Mar 27 20:33:41 2026	1774640021	161	1431	1592	1431
Fri Mar 27 20:35:44 2026	1774640144	130	1467	1597	1467
Fri Mar 27 20:35:44 2026	1774640144	133	1464	1597	1464
Fri Mar 27 20:34:42 2026	1774640082	186	1412	1599	1412
Fri Mar 27 20:36:00 2026	1774640160	196	1402	1599	1402
Fri Mar 27 20:36:00 2026	1774640160	196	1402	1599	1402
Fri Mar 27 20:33:32 2026	1774640012	282	1318	1600	1317
Fri Mar 27 20:33:32 2026	1774640012	282	1318	1601	1318
Fri Mar 27 20:35:23 2026	1774640123	151	1450	1601	1450
Fri Mar 27 20:35:44 2026	1774640144	248	1357	1605	1357
Fri Mar 27 20:36:00 2026	1774640160	163	1445	1608	1445
Fri Mar 27 20:35:52 2026	1774640152	200	1409	1609	1409
Fri Mar 27 20:35:52 2026	1774640152	200	1409	1609	1409
Fri Mar 27 20:35:52 2026	1774640152	200	1409	1609	1409
Fri Mar 27 20:35:31 2026	1774640131	151	1460	1611	1460
Fri Mar 27 20:35:52 2026	1774640152	165	1448	1613	1447
Fri Mar 27 20:35:52 2026	1774640152	160	1453	1614	1453
Fri Mar 27 20:35:44 2026	1774640144	216	1398	1614	1398
Fri Mar 27 20:35:52 2026	1774640152	160	1454	1614	1453
Fri Mar 27 20:36:00 2026	1774640160	196	1418	1614	1418
Fri Mar 27 20:34:24 2026	1774640064	341	1274	1616	1274
Fri Mar 27 20:34:41 2026	1774640081	179	1437	1616	1437
Fri Mar 27 20:34:24 2026	1774640064	341	1279	1620	1279
Fri Mar 27 20:34:41 2026	1774640081	143	1479	1622	1479
Fri Mar 27 20:35:44 2026	1774640144	110	1516	1626	1516
Fri Mar 27 20:34:41 2026	1774640081	172	1454	1626	1452
Fri Mar 27 20:35:44 2026	1774640144	148	1480	1627	1479
Fri Mar 27 20:34:41 2026	1774640081	137	1492	1629	1491
Fri Mar 27 20:35:43 2026	1774640143	154	1475	1630	1475
Fri Mar 27 20:34:41 2026	1774640081	137	1493	1630	1493
Fri Mar 27 20:33:30 2026	1774640010	211	1424	1635	1423
Fri Mar 27 20:33:30 2026	1774640010	211	1424	1635	1423
Fri Mar 27 20:35:44 2026	1774640144	173	1467	1640	1467
Fri Mar 27 20:36:02 2026	1774640162	189	1455	1644	1455
Fri Mar 27 20:34:42 2026	1774640082	168	1478	1646	1478
Fri Mar 27 20:36:02 2026	1774640162	189	1457	1646	1457
Fri Mar 27 20:34:14 2026	1774640054	246	1400	1647	1400
Fri Mar 27 20:36:02 2026	1774640162	189	1460	1649	1460
Fri Mar 27 20:35:51 2026	1774640151	515	1136	1651	1136
Fri Mar 27 20:34:14 2026	1774640054	257	1400	1657	1400
Fri Mar 27 20:34:42 2026	1774640082	140	1518	1659	1518
Fri Mar 27 20:35:19 2026	1774640119	282	1380	1662	1380
Fri Mar 27 20:34:42 2026	1774640082	148	1518	1666	1518
Fri Mar 27 20:34:41 2026	1774640081	172	1498	1670	1498
Fri Mar 27 20:33:18 2026	1774639998	183	1497	1681	1497
Fri Mar 27 20:32:25 2026	1774639945	138	1543	1681	1543
Fri Mar 27 20:35:44 2026	1774640144	248	1436	1684	1414
Fri Mar 27 20:34:41 2026	1774640081	185	1501	1686	1501
Fri Mar 27 20:32:25 2026	1774639945	135	1550	1686	1550
Fri Mar 27 20:36:02 2026	1774640162	136	1556	1692	1556
Fri Mar 27 20:36:00 2026	1774640160	165	1527	1692	1527
Fri Mar 27 20:35:23 2026	1774640123	176	1519	1695	1519
Fri Mar 27 20:35:51 2026	1774640151	565	1133	1698	1132
Fri Mar 27 20:35:51 2026	1774640151	535	1166	1701	1166
Fri Mar 27 20:36:00 2026	1774640160	135	1566	1701	1566
Fri Mar 27 20:36:00 2026	1774640160	137	1566	1703	1566
Fri Mar 27 20:36:00 2026	1774640160	137	1566	1703	1566
Fri Mar 27 20:36:00 2026	1774640160	136	1567	1703	1566
Fri Mar 27 20:36:00 2026	1774640160	136	1567	1703	1566
Fri Mar 27 20:36:00 2026	1774640160	137	1566	1703	1566
Fri Mar 27 20:36:00 2026	1774640160	141	1562	1703	1562
Fri Mar 27 20:36:00 2026	1774640160	137	1566	1703	1566
Fri Mar 27 20:35:30 2026	1774640130	114	1595	1709	1595
Fri Mar 27 20:34:41 2026	1774640081	154	1559	1713	1559
Fri Mar 27 20:36:01 2026	1774640161	132	1584	1717	1584
Fri Mar 27 20:36:01 2026	1774640161	133	1584	1717	1584
Fri Mar 27 20:36:01 2026	1774640161	137	1581	1718	1580
Fri Mar 27 20:36:01 2026	1774640161	132	1587	1719	1587
Fri Mar 27 20:36:01 2026	1774640161	137	1582	1719	1582
Fri Mar 27 20:35:44 2026	1774640144	175	1546	1721	1545
Fri Mar 27 20:36:00 2026	1774640160	156	1567	1722	1566
Fri Mar 27 20:34:42 2026	1774640082	176	1547	1722	1547
Fri Mar 27 20:36:01 2026	1774640161	137	1586	1723	1585
Fri Mar 27 20:36:00 2026	1774640160	160	1566	1726	1566
Fri Mar 27 20:36:00 2026	1774640160	160	1567	1727	1566
Fri Mar 27 20:34:42 2026	1774640082	178	1550	1727	1549
Fri Mar 27 20:36:00 2026	1774640160	161	1567	1727	1567
Fri Mar 27 20:35:51 2026	1774640151	595	1133	1728	1133
Fri Mar 27 20:35:12 2026	1774640112	119	1610	1729	1130
Fri Mar 27 20:35:23 2026	1774640123	176	1563	1738	1562
Fri Mar 27 20:35:23 2026	1774640123	176	1563	1738	1562
Fri Mar 27 20:36:00 2026	1774640160	147	1597	1744	1597
Fri Mar 27 20:36:00 2026	1774640160	149	1597	1746	1597
Fri Mar 27 20:35:30 2026	1774640130	178	1571	1748	1569
Fri Mar 27 20:35:30 2026	1774640130	178	1575	1753	1575
Fri Mar 27 20:35:30 2026	1774640130	177	1575	1753	1575
Fri Mar 27 20:34:42 2026	1774640082	235	1518	1753	1518
Fri Mar 27 20:32:40 2026	1774639960	128	1628	1756	1628
Fri Mar 27 20:36:02 2026	1774640162	192	1564	1756	1564
Fri Mar 27 20:36:02 2026	1774640162	189	1567	1757	1567
Fri Mar 27 20:36:02 2026	1774640162	192	1565	1757	1565
Fri Mar 27 20:34:15 2026	1774640055	111	1646	1757	1141
Fri Mar 27 20:34:54 2026	1774640094	114	1647	1761	1138
Fri Mar 27 20:33:56 2026	1774640036	128	1635	1763	1146
Fri Mar 27 20:36:02 2026	1774640162	193	1580	1773	1580
Fri Mar 27 20:32:25 2026	1774639945	157	1616	1773	1616
Fri Mar 27 20:34:46 2026	1774640086	134	1642	1776	1136
Fri Mar 27 20:36:01 2026	1774640161	164	1615	1779	1614
Fri Mar 27 20:34:59 2026	1774640099	131	1648	1779	1133
Fri Mar 27 20:36:01 2026	1774640161	166	1613	1779	1613
Fri Mar 27 20:36:01 2026	1774640161	164	1615	1779	1615
Fri Mar 27 20:36:01 2026	1774640161	165	1614	1779	1614
Fri Mar 27 20:36:01 2026	1774640161	184	1596	1780	1596
Fri Mar 27 20:36:01 2026	1774640161	184	1597	1781	1596
Fri Mar 27 20:33:25 2026	1774640005	135	1647	1782	1135
Fri Mar 27 20:33:25 2026	1774640005	137	1645	1782	1135
Fri Mar 27 20:36:01 2026	1774640161	184	1599	1783	1598
Fri Mar 27 20:36:01 2026	1774640161	166	1617	1783	1617
Fri Mar 27 20:34:49 2026	1774640089	109	1676	1786	1135
Fri Mar 27 20:32:25 2026	1774639945	164	1624	1788	1624
Fri Mar 27 20:32:25 2026	1774639945	159	1630	1788	1630
Fri Mar 27 20:36:07 2026	1774640167	121	1670	1791	1138
Fri Mar 27 20:32:44 2026	1774639964	119	1673	1792	1128
Fri Mar 27 20:33:36 2026	1774640016	118	1674	1792	1133
Fri Mar 27 20:36:23 2026	1774640183	129	1665	1794	1150
Fri Mar 27 20:34:45 2026	1774640085	128	1671	1799	1141
Fri Mar 27 20:33:24 2026	1774640004	121	1679	1800	1150
Fri Mar 27 20:32:34 2026	1774639954	146	1654	1800	1136
Fri Mar 27 20:34:19 2026	1774640059	112	1688	1801	1135
Fri Mar 27 20:32:26 2026	1774639946	134	1667	1801	1667
Fri Mar 27 20:36:26 2026	1774640186	140	1661	1801	1136
Fri Mar 27 20:32:26 2026	1774639946	131	1671	1802	1670
Fri Mar 27 20:32:26 2026	1774639946	131	1671	1802	1670
Fri Mar 27 20:32:26 2026	1774639946	134	1668	1802	1668
Fri Mar 27 20:35:46 2026	1774640146	135	1668	1803	1118
Fri Mar 27 20:33:09 2026	1774639989	158	1646	1803	1134
Fri Mar 27 20:33:09 2026	1774639989	158	1646	1804	1134
Fri Mar 27 20:33:54 2026	1774640034	131	1676	1807	1142
Fri Mar 27 20:33:07 2026	1774639987	138	1670	1808	1129
Fri Mar 27 20:34:43 2026	1774640083	143	1666	1809	1137
Fri Mar 27 20:33:14 2026	1774639994	138	1674	1812	1169
Fri Mar 27 20:34:45 2026	1774640085	143	1669	1812	1139
Fri Mar 27 20:34:45 2026	1774640085	141	1671	1812	1141
Fri Mar 27 20:34:41 2026	1774640081	172	1641	1812	1641
Fri Mar 27 20:35:15 2026	1774640115	137	1679	1816	1151
Fri Mar 27 20:34:26 2026	1774640066	136	1684	1819	1137
Fri Mar 27 20:34:47 2026	1774640087	142	1678	1820	1145
Fri Mar 27 20:34:49 2026	1774640089	145	1677	1822	1135
Fri Mar 27 20:34:31 2026	1774640071	147	1675	1822	1135
Fri Mar 27 20:33:32 2026	1774640012	148	1674	1822	1134
Fri Mar 27 20:35:12 2026	1774640112	123	1700	1822	1134
Fri Mar 27 20:32:44 2026	1774639964	148	1675	1823	1135
Fri Mar 27 20:32:44 2026	1774639964	150	1673	1823	1128
Fri Mar 27 20:34:47 2026	1774640087	152	1672	1824	1136
Fri Mar 27 20:34:49 2026	1774640089	147	1679	1825	1136
Fri Mar 27 20:34:32 2026	1774640072	143	1682	1825	1148
Fri Mar 27 20:33:19 2026	1774639999	188	1637	1825	1129
Fri Mar 27 20:33:19 2026	1774639999	189	1637	1826	1127
Fri Mar 27 20:32:51 2026	1774639971	136	1698	1834	1136
Fri Mar 27 20:35:10 2026	1774640110	153	1683	1835	1137
Fri Mar 27 20:32:53 2026	1774639973	163	1673	1836	1140
Fri Mar 27 20:33:27 2026	1774640007	171	1665	1836	1122
Fri Mar 27 20:34:11 2026	1774640051	146	1695	1841	1157
Fri Mar 27 20:36:02 2026	1774640162	192	1649	1841	1649
Fri Mar 27 20:32:51 2026	1774639971	166	1676	1841	1171
Fri Mar 27 20:36:02 2026	1774640162	192	1650	1842	1650
Fri Mar 27 20:36:02 2026	1774640162	192	1651	1842	1651
Fri Mar 27 20:33:54 2026	1774640034	167	1675	1842	1137
Fri Mar 27 20:35:04 2026	1774640104	132	1711	1843	1141
Fri Mar 27 20:33:28 2026	1774640008	143	1701	1844	1150
Fri Mar 27 20:33:23 2026	1774640003	133	1712	1845	1147
Fri Mar 27 20:36:02 2026	1774640162	193	1652	1845	1652
Fri Mar 27 20:33:56 2026	1774640036	125	1720	1845	1153
Fri Mar 27 20:34:11 2026	1774640051	152	1695	1846	1157
Fri Mar 27 20:34:11 2026	1774640051	152	1695	1846	1157
Fri Mar 27 20:32:51 2026	1774639971	137	1711	1848	1170
Fri Mar 27 20:33:27 2026	1774640007	184	1665	1849	1128
Fri Mar 27 20:36:23 2026	1774640183	119	1731	1850	1132
Fri Mar 27 20:34:32 2026	1774640072	143	1708	1851	1144
Fri Mar 27 20:32:51 2026	1774639971	141	1711	1852	1169
Fri Mar 27 20:34:01 2026	1774640041	129	1727	1856	1141
Fri Mar 27 20:33:50 2026	1774640030	151	1707	1858	1171
Fri Mar 27 20:34:48 2026	1774640088	136	1723	1859	1140
Fri Mar 27 20:35:30 2026	1774640130	154	1716	1870	1715
Fri Mar 27 20:35:30 2026	1774640130	156	1716	1872	1715
Fri Mar 27 20:35:15 2026	1774640115	143	1734	1877	1161
Fri Mar 27 20:33:28 2026	1774640008	139	1739	1878	1155
Fri Mar 27 20:33:27 2026	1774640007	161	1718	1879	1718
Fri Mar 27 20:32:43 2026	1774639963	123	1757	1880	1152
Fri Mar 27 20:33:07 2026	1774639987	121	1762	1882	1156
Fri Mar 27 20:33:48 2026	1774640028	175	1711	1885	1136
Fri Mar 27 20:32:54 2026	1774639974	160	1726	1886	1154
Fri Mar 27 20:32:54 2026	1774639974	160	1726	1886	1154
Fri Mar 27 20:34:52 2026	1774640092	153	1733	1887	1162
Fri Mar 27 20:36:06 2026	1774640166	157	1730	1887	1150
Fri Mar 27 20:33:37 2026	1774640017	173	1715	1888	1177
Fri Mar 27 20:34:31 2026	1774640071	115	1773	1888	1169
Fri Mar 27 20:33:51 2026	1774640031	116	1773	1889	1170
Fri Mar 27 20:33:27 2026	1774640007	111	1780	1891	1169
Fri Mar 27 20:34:54 2026	1774640094	117	1774	1891	1166
Fri Mar 27 20:33:51 2026	1774640031	116	1775	1891	1170
Fri Mar 27 20:34:04 2026	1774640044	135	1757	1892	1167
Fri Mar 27 20:36:14 2026	1774640174	184	1708	1892	1166
Fri Mar 27 20:32:42 2026	1774639962	112	1782	1895	1169
Fri Mar 27 20:32:36 2026	1774639956	128	1767	1895	1133
Fri Mar 27 20:33:26 2026	1774640006	128	1770	1898	1152
Fri Mar 27 20:34:05 2026	1774640045	169	1730	1898	1193
Fri Mar 27 20:34:56 2026	1774640096	112	1786	1899	1169
Fri Mar 27 20:34:56 2026	1774640096	113	1787	1899	1166
Fri Mar 27 20:34:00 2026	1774640040	149	1751	1900	1135
Fri Mar 27 20:32:54 2026	1774639974	174	1726	1900	1154
